game_id,inning,half,batter_id,pitcher_id,count_b,count_s,pitch_type,result,park_id
SIM-CSV-GAME-1,1,T,P5485,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P5485,P8521,1,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,1,T,P5485,P8521,1,1,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P5485,P8521,2,1,fb,in_play,CHI08
SIM-CSV-GAME-1,1,T,P8048,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P8048,P8521,1,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,1,T,P8048,P8521,1,1,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P8048,P8521,2,1,fb,in_play,CHI08
SIM-CSV-GAME-1,1,T,P8727,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P8727,P8521,1,0,fb,swing_miss,CHI08
SIM-CSV-GAME-1,1,T,P8727,P8521,1,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,1,T,P8727,P8521,1,2,fb,in_play,CHI08
SIM-CSV-GAME-1,1,T,P6480,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P6480,P8521,1,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P6480,P8521,2,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P6480,P8521,3,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P2826,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P2826,P8521,1,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,1,T,P2826,P8521,1,1,fb,swing_miss,CHI08
SIM-CSV-GAME-1,1,T,P2826,P8521,1,2,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P2826,P8521,2,2,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P2826,P8521,3,2,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P1469,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P1469,P8521,1,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P1469,P8521,2,0,fb,in_play,CHI08
SIM-CSV-GAME-1,1,T,P2808,P8521,0,0,fb,in_play,CHI08
SIM-CSV-GAME-1,1,T,P7309,P8521,0,0,fb,in_play,CHI08
SIM-CSV-GAME-1,1,T,P6199,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,1,T,P6199,P8521,1,0,fb,in_play,CHI08
SIM-CSV-GAME-1,1,T,P5485,P8521,0,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,1,T,P5485,P8521,0,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,1,T,P5485,P8521,0,2,fb,called_strike,CHI08
SIM-CSV-GAME-1,1,B,P2243,P5461,0,0,sl,foul,CHI08
SIM-CSV-GAME-1,1,B,P2243,P5461,0,1,sl,called_strike,CHI08
SIM-CSV-GAME-1,1,B,P2243,P5461,0,2,sl,ball,CHI08
SIM-CSV-GAME-1,1,B,P2243,P5461,1,2,sl,in_play,CHI08
SIM-CSV-GAME-1,1,B,P7893,P5461,0,0,sl,foul,CHI08
SIM-CSV-GAME-1,1,B,P7893,P5461,0,1,sl,ball,CHI08
SIM-CSV-GAME-1,1,B,P7893,P5461,1,1,sl,in_play,CHI08
SIM-CSV-GAME-1,1,B,P1085,P5461,0,0,sl,in_play,CHI08
SIM-CSV-GAME-1,1,B,P7483,P5461,0,0,sl,swing_miss,CHI08
SIM-CSV-GAME-1,1,B,P7483,P5461,0,1,sl,called_strike,CHI08
SIM-CSV-GAME-1,1,B,P7483,P5461,0,2,sl,called_strike,CHI08
SIM-CSV-GAME-1,1,B,P1844,P5461,0,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,1,B,P1844,P5461,0,1,sl,swing_miss,CHI08
SIM-CSV-GAME-1,1,B,P1844,P5461,0,2,sl,in_play,CHI08
SIM-CSV-GAME-1,1,B,P5250,P5461,0,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,1,B,P5250,P5461,0,1,sl,foul,CHI08
SIM-CSV-GAME-1,1,B,P5250,P5461,0,2,sl,ball,CHI08
SIM-CSV-GAME-1,1,B,P5250,P5461,1,2,sl,in_play,CHI08
SIM-CSV-GAME-1,1,B,P5683,P5461,0,0,sl,ball,CHI08
SIM-CSV-GAME-1,1,B,P5683,P5461,1,0,sl,in_play,CHI08
SIM-CSV-GAME-1,1,B,P9823,P5461,0,0,sl,swing_miss,CHI08
SIM-CSV-GAME-1,1,B,P9823,P5461,0,1,sl,called_strike,CHI08
SIM-CSV-GAME-1,1,B,P9823,P5461,0,2,sl,in_play,CHI08
SIM-CSV-GAME-1,1,B,P9573,P5461,0,0,sl,in_play,CHI08
SIM-CSV-GAME-1,1,B,P2243,P5461,0,0,sl,ball,CHI08
SIM-CSV-GAME-1,1,B,P2243,P5461,1,0,sl,ball,CHI08
SIM-CSV-GAME-1,1,B,P2243,P5461,2,0,sl,ball,CHI08
SIM-CSV-GAME-1,1,B,P2243,P5461,3,0,sl,ball,CHI08
SIM-CSV-GAME-1,1,B,P7893,P5461,0,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,1,B,P7893,P5461,0,1,sl,foul,CHI08
SIM-CSV-GAME-1,1,B,P7893,P5461,0,2,sl,in_play,CHI08
SIM-CSV-GAME-1,2,T,P8048,P8521,0,0,fb,in_play,CHI08
SIM-CSV-GAME-1,2,T,P8727,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,2,T,P8727,P8521,1,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,2,T,P8727,P8521,1,1,fb,in_play,CHI08
SIM-CSV-GAME-1,2,T,P6480,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,2,T,P6480,P8521,1,0,fb,swing_miss,CHI08
SIM-CSV-GAME-1,2,T,P6480,P8521,1,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,2,T,P6480,P8521,1,2,fb,in_play,CHI08
SIM-CSV-GAME-1,2,T,P2826,P8521,0,0,fb,foul,CHI08
SIM-CSV-GAME-1,2,T,P2826,P8521,0,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,2,T,P2826,P8521,0,2,fb,foul,CHI08
SIM-CSV-GAME-1,2,T,P2826,P8521,0,2,fb,in_play,CHI08
SIM-CSV-GAME-1,2,T,P1469,P8521,0,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,2,T,P1469,P8521,0,1,fb,swing_miss,CHI08
SIM-CSV-GAME-1,2,T,P1469,P8521,0,2,fb,in_play,CHI08
SIM-CSV-GAME-1,2,T,P2808,P8521,0,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,2,T,P2808,P8521,0,1,fb,swing_miss,CHI08
SIM-CSV-GAME-1,2,T,P2808,P8521,0,2,fb,swing_miss,CHI08
SIM-CSV-GAME-1,2,T,P7309,P8521,0,0,fb,swing_miss,CHI08
SIM-CSV-GAME-1,2,T,P7309,P8521,0,1,fb,ball,CHI08
SIM-CSV-GAME-1,2,T,P7309,P8521,1,1,fb,ball,CHI08
SIM-CSV-GAME-1,2,T,P7309,P8521,2,1,fb,ball,CHI08
SIM-CSV-GAME-1,2,T,P7309,P8521,3,1,fb,ball,CHI08
SIM-CSV-GAME-1,2,T,P6199,P8521,0,0,fb,in_play,CHI08
SIM-CSV-GAME-1,2,T,P5485,P8521,0,0,fb,swing_miss,CHI08
SIM-CSV-GAME-1,2,T,P5485,P8521,0,1,fb,ball,CHI08
SIM-CSV-GAME-1,2,T,P5485,P8521,1,1,fb,swing_miss,CHI08
SIM-CSV-GAME-1,2,T,P5485,P8521,1,2,fb,swing_miss,CHI08
SIM-CSV-GAME-1,2,B,P1085,P5461,0,0,sl,ball,CHI08
SIM-CSV-GAME-1,2,B,P1085,P5461,1,0,sl,swing_miss,CHI08
SIM-CSV-GAME-1,2,B,P1085,P5461,1,1,sl,in_play,CHI08
SIM-CSV-GAME-1,2,B,P7483,P5461,0,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,2,B,P7483,P5461,0,1,sl,in_play,CHI08
SIM-CSV-GAME-1,2,B,P1844,P5461,0,0,sl,foul,CHI08
SIM-CSV-GAME-1,2,B,P1844,P5461,0,1,sl,ball,CHI08
SIM-CSV-GAME-1,2,B,P1844,P5461,1,1,sl,swing_miss,CHI08
SIM-CSV-GAME-1,2,B,P1844,P5461,1,2,sl,called_strike,CHI08
SIM-CSV-GAME-1,2,B,P5250,P5461,0,0,sl,ball,CHI08
SIM-CSV-GAME-1,2,B,P5250,P5461,1,0,sl,swing_miss,CHI08
SIM-CSV-GAME-1,2,B,P5250,P5461,1,1,sl,swing_miss,CHI08
SIM-CSV-GAME-1,2,B,P5250,P5461,1,2,sl,called_strike,CHI08
SIM-CSV-GAME-1,2,B,P5683,P5461,0,0,sl,foul,CHI08
SIM-CSV-GAME-1,2,B,P5683,P5461,0,1,sl,called_strike,CHI08
SIM-CSV-GAME-1,2,B,P5683,P5461,0,2,sl,called_strike,CHI08
SIM-CSV-GAME-1,3,T,P8048,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P8048,P8521,1,0,fb,foul,CHI08
SIM-CSV-GAME-1,3,T,P8048,P8521,1,1,fb,in_play,CHI08
SIM-CSV-GAME-1,3,T,P8727,P8521,0,0,fb,foul,CHI08
SIM-CSV-GAME-1,3,T,P8727,P8521,0,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,3,T,P8727,P8521,0,2,fb,in_play,CHI08
SIM-CSV-GAME-1,3,T,P6480,P8521,0,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,3,T,P6480,P8521,0,1,fb,foul,CHI08
SIM-CSV-GAME-1,3,T,P6480,P8521,0,2,fb,in_play,CHI08
SIM-CSV-GAME-1,3,T,P2826,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P2826,P8521,1,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,3,T,P2826,P8521,1,1,fb,in_play,CHI08
SIM-CSV-GAME-1,3,T,P1469,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P1469,P8521,1,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P1469,P8521,2,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P1469,P8521,3,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P2808,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P2808,P8521,1,0,fb,in_play,CHI08
SIM-CSV-GAME-1,3,T,P7309,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P7309,P8521,1,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P7309,P8521,2,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P7309,P8521,3,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P6199,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P6199,P8521,1,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,3,T,P6199,P8521,1,1,fb,foul,CHI08
SIM-CSV-GAME-1,3,T,P6199,P8521,1,2,fb,in_play,CHI08
SIM-CSV-GAME-1,3,T,P5485,P8521,0,0,fb,swing_miss,CHI08
SIM-CSV-GAME-1,3,T,P5485,P8521,0,1,fb,swing_miss,CHI08
SIM-CSV-GAME-1,3,T,P5485,P8521,0,2,fb,in_play,CHI08
SIM-CSV-GAME-1,3,T,P8048,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P8048,P8521,1,0,fb,ball,CHI08
SIM-CSV-GAME-1,3,T,P8048,P8521,2,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,3,T,P8048,P8521,2,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,3,T,P8048,P8521,2,2,fb,swing_miss,CHI08
SIM-CSV-GAME-1,3,B,P9823,P5461,0,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,3,B,P9823,P5461,0,1,sl,swing_miss,CHI08
SIM-CSV-GAME-1,3,B,P9823,P5461,0,2,sl,called_strike,CHI08
SIM-CSV-GAME-1,3,B,P9573,P5461,0,0,sl,ball,CHI08
SIM-CSV-GAME-1,3,B,P9573,P5461,1,0,sl,ball,CHI08
SIM-CSV-GAME-1,3,B,P9573,P5461,2,0,sl,ball,CHI08
SIM-CSV-GAME-1,3,B,P9573,P5461,3,0,sl,in_play,CHI08
SIM-CSV-GAME-1,3,B,P2243,P5461,0,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,3,B,P2243,P5461,0,1,sl,ball,CHI08
SIM-CSV-GAME-1,3,B,P2243,P5461,1,1,sl,ball,CHI08
SIM-CSV-GAME-1,3,B,P2243,P5461,2,1,sl,in_play,CHI08
SIM-CSV-GAME-1,3,B,P7893,P5461,0,0,sl,ball,CHI08
SIM-CSV-GAME-1,3,B,P7893,P5461,1,0,sl,ball,CHI08
SIM-CSV-GAME-1,3,B,P7893,P5461,2,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,3,B,P7893,P5461,2,1,sl,called_strike,CHI08
SIM-CSV-GAME-1,3,B,P7893,P5461,2,2,sl,called_strike,CHI08
SIM-CSV-GAME-1,3,B,P1085,P5461,0,0,sl,foul,CHI08
SIM-CSV-GAME-1,3,B,P1085,P5461,0,1,sl,swing_miss,CHI08
SIM-CSV-GAME-1,3,B,P1085,P5461,0,2,sl,called_strike,CHI08
SIM-CSV-GAME-1,4,T,P8727,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,4,T,P8727,P8521,1,0,fb,ball,CHI08
SIM-CSV-GAME-1,4,T,P8727,P8521,2,0,fb,ball,CHI08
SIM-CSV-GAME-1,4,T,P8727,P8521,3,0,fb,ball,CHI08
SIM-CSV-GAME-1,4,T,P6480,P8521,0,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,4,T,P6480,P8521,0,1,fb,foul,CHI08
SIM-CSV-GAME-1,4,T,P6480,P8521,0,2,fb,ball,CHI08
SIM-CSV-GAME-1,4,T,P6480,P8521,1,2,fb,in_play,CHI08
SIM-CSV-GAME-1,4,T,P2826,P8521,0,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,4,T,P2826,P8521,0,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,4,T,P2826,P8521,0,2,fb,swing_miss,CHI08
SIM-CSV-GAME-1,4,T,P2826,P8521,0,3,fb,in_play,CHI08
SIM-CSV-GAME-1,4,T,P1469,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,4,T,P1469,P8521,1,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,4,T,P1469,P8521,1,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,4,T,P1469,P8521,1,2,fb,in_play,CHI08
SIM-CSV-GAME-1,4,T,P2808,P8521,0,0,fb,in_play,CHI08
SIM-CSV-GAME-1,4,T,P7309,P8521,0,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,4,T,P7309,P8521,0,1,fb,in_play,CHI08
SIM-CSV-GAME-1,4,T,P6199,P8521,0,0,fb,foul,CHI08
SIM-CSV-GAME-1,4,T,P6199,P8521,0,1,fb,ball,CHI08
SIM-CSV-GAME-1,4,T,P6199,P8521,1,1,fb,in_play,CHI08
SIM-CSV-GAME-1,4,T,P5485,P8521,0,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,4,T,P5485,P8521,0,1,fb,in_play,CHI08
SIM-CSV-GAME-1,4,T,P8048,P8521,0,0,fb,ball,CHI08
SIM-CSV-GAME-1,4,T,P8048,P8521,1,0,fb,in_play,CHI08
SIM-CSV-GAME-1,4,T,P8727,P8521,0,0,fb,foul,CHI08
SIM-CSV-GAME-1,4,T,P8727,P8521,0,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,4,T,P8727,P8521,0,2,fb,swing_miss,CHI08
SIM-CSV-GAME-1,4,B,P7483,P5461,0,0,sl,foul,CHI08
SIM-CSV-GAME-1,4,B,P7483,P5461,0,1,sl,called_strike,CHI08
SIM-CSV-GAME-1,4,B,P7483,P5461,0,2,sl,in_play,CHI08
SIM-CSV-GAME-1,4,B,P1844,P5461,0,0,sl,swing_miss,CHI08
SIM-CSV-GAME-1,4,B,P1844,P5461,0,1,sl,ball,CHI08
SIM-CSV-GAME-1,4,B,P1844,P5461,1,1,sl,ball,CHI08
SIM-CSV-GAME-1,4,B,P1844,P5461,2,1,sl,ball,CHI08
SIM-CSV-GAME-1,4,B,P1844,P5461,3,1,sl,ball,CHI08
SIM-CSV-GAME-1,4,B,P5250,P5461,0,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,4,B,P5250,P5461,0,1,sl,called_strike,CHI08
SIM-CSV-GAME-1,4,B,P5250,P5461,0,2,sl,called_strike,CHI08
SIM-CSV-GAME-1,4,B,P5683,P5461,0,0,sl,swing_miss,CHI08
SIM-CSV-GAME-1,4,B,P5683,P5461,0,1,sl,ball,CHI08
SIM-CSV-GAME-1,4,B,P5683,P5461,1,1,sl,in_play,CHI08
SIM-CSV-GAME-1,4,B,P9823,P5461,0,0,sl,foul,CHI08
SIM-CSV-GAME-1,4,B,P9823,P5461,0,1,sl,swing_miss,CHI08
SIM-CSV-GAME-1,4,B,P9823,P5461,0,2,sl,swing_miss,CHI08
SIM-CSV-GAME-1,4,B,P9573,P5461,0,0,sl,swing_miss,CHI08
SIM-CSV-GAME-1,4,B,P9573,P5461,0,1,sl,swing_miss,CHI08
SIM-CSV-GAME-1,4,B,P9573,P5461,0,2,sl,swing_miss,CHI08
SIM-CSV-GAME-1,5,T,P6480,P8521,0,0,fb,called_strike,CHI08
SIM-CSV-GAME-1,5,T,P6480,P8521,0,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,5,T,P6480,P8521,0,2,fb,in_play,CHI08
SIM-CSV-GAME-1,5,T,P2826,P8521,0,0,fb,in_play,CHI08
SIM-CSV-GAME-1,5,T,P1469,P8521,0,0,fb,in_play,CHI08
SIM-CSV-GAME-1,5,T,P2808,P8521,0,0,fb,foul,CHI08
SIM-CSV-GAME-1,5,T,P2808,P8521,0,1,fb,called_strike,CHI08
SIM-CSV-GAME-1,5,T,P2808,P8521,0,2,fb,ball,CHI08
SIM-CSV-GAME-1,5,T,P2808,P8521,1,2,fb,in_play,CHI08
SIM-CSV-GAME-1,5,T,P7309,P8521,0,0,fb,swing_miss,CHI08
SIM-CSV-GAME-1,5,T,P7309,P8521,0,1,fb,in_play,CHI08
SIM-CSV-GAME-1,5,B,P2243,P5461,0,0,sl,in_play,CHI08
SIM-CSV-GAME-1,5,B,P7893,P5461,0,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,5,B,P7893,P5461,0,1,sl,foul,CHI08
SIM-CSV-GAME-1,5,B,P7893,P5461,0,2,sl,ball,CHI08
SIM-CSV-GAME-1,5,B,P7893,P5461,1,2,sl,ball,CHI08
SIM-CSV-GAME-1,5,B,P7893,P5461,2,2,sl,ball,CHI08
SIM-CSV-GAME-1,5,B,P7893,P5461,3,2,sl,ball,CHI08
SIM-CSV-GAME-1,5,B,P1085,P5461,0,0,sl,called_strike,CHI08
SIM-CSV-GAME-1,5,B,P1085,P5461,0,1,sl,in_play,CHI08
SIM-CSV-GAME-1,5,B,P7483,P5461,0,0,sl,swing_miss,CHI08
SIM-CSV-GAME-1,5,B,P7483,P5461,0,1,sl,ball,CHI08
SIM-CSV-GAME-1,5,B,P7483,P5461,1,1,sl,called_strike,CHI08
